NGO_Name,state,Primary_SDG,Annual_Budget,Data_Assets,Infrastructure_Gap,Debt_Sensitivity,ZOPA_Flexibility
Bharat_Impact_NGO_0585,Rajasthan,SDG 17: Partnerships,1937010,Localized Crop Yield Data,Agri-Tech Sensors,Medium,0.57
Bharat_Impact_NGO_0586,Kerala,SDG 13: Climate Action,977364,Localized Crop Yield Data,Last-mile Fiber (BharatNet),High,0.69
Bharat_Impact_NGO_0587,Kerala,SDG 13: Climate Action,696865,Localized Crop Yield Data,Vernacular AI Models,Low,0.18
Bharat_Impact_NGO_0588,West Bengal,SDG 13: Climate Action,1518240,Vernacular Language Datasets,Vernacular AI Models,High,0.36
Bharat_Impact_NGO_0589,Uttar Pradesh,SDG 4: Quality Education,3369276,Traditional Craft Knowledge,Agri-Tech Sensors,Low,0.86
Bharat_Impact_NGO_0590,Odisha,SDG 9: Industry & Innovation,2077888,Self-Help Group (SHG) Networks,Vernacular AI Models,High,0.43
Bharat_Impact_NGO_0591,Uttar Pradesh,SDG 13: Climate Action,4654604,Rural Land Records,Tier-3 City Cloud Infrastructure,Low,0.34
Bharat_Impact_NGO_0592,Maharashtra,SDG 9: Industry & Innovation,551551,Vernacular Language Datasets,Vernacular AI Models,Medium,0.12
Bharat_Impact_NGO_0593,West Bengal,SDG 9: Industry & Innovation,2555414,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Low,0.8
Bharat_Impact_NGO_0594,Maharashtra,SDG 4: Quality Education,1947101,Traditional Craft Knowledge,Smart Village Grids,Medium,0.41
Bharat_Impact_NGO_0595,Odisha,SDG 9: Industry & Innovation,178236,Traditional Craft Knowledge,Smart Village Grids,High,0.63
Bharat_Impact_NGO_0596,Karnataka,SDG 13: Climate Action,1019256,Localized Crop Yield Data,Vernacular AI Models,Medium,0.76
Bharat_Impact_NGO_0597,Gujarat,SDG 9: Industry & Innovation,2584864,Rural Land Records,Last-mile Fiber (BharatNet),High,0.17
Bharat_Impact_NGO_0598,Kerala,SDG 4: Quality Education,573600,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Low,0.34
Bharat_Impact_NGO_0599,Uttar Pradesh,SDG 13: Climate Action,1442344,Vernacular Language Datasets,Smart Village Grids,Medium,0.73
Bharat_Impact_NGO_0600,Rajasthan,SDG 13: Climate Action,3698029,Rural Land Records,Agri-Tech Sensors,High,0.61
Bharat_Impact_NGO_0601,Gujarat,SDG 17: Partnerships,2029573,Traditional Craft Knowledge,Agri-Tech Sensors,High,0.41
Bharat_Impact_NGO_0602,Gujarat,SDG 17: Partnerships,3325794,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Medium,0.88
Bharat_Impact_NGO_0603,Uttar Pradesh,SDG 13: Climate Action,4379002,Traditional Craft Knowledge,Smart Village Grids,High,0.87
Bharat_Impact_NGO_0604,Maharashtra,SDG 4: Quality Education,1829597,Localized Crop Yield Data,Agri-Tech Sensors,Low,0.66
Bharat_Impact_NGO_0605,Rajasthan,SDG 17: Partnerships,3380388,Traditional Craft Knowledge,Vernacular AI Models,Low,0.79
Bharat_Impact_NGO_0606,Tamil Nadu,SDG 4: Quality Education,1586772,Traditional Craft Knowledge,Agri-Tech Sensors,Low,0.77
Bharat_Impact_NGO_0607,Tamil Nadu,SDG 4: Quality Education,4587355,Localized Crop Yield Data,Last-mile Fiber (BharatNet),High,0.84
Bharat_Impact_NGO_0608,Bihar,SDG 9: Industry & Innovation,3864864,Vernacular Language Datasets,Vernacular AI Models,High,0.31
Bharat_Impact_NGO_0609,Maharashtra,SDG 13: Climate Action,1698482,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Medium,0.3
Bharat_Impact_NGO_0610,Uttar Pradesh,SDG 17: Partnerships,582222,Rural Land Records,Vernacular AI Models,Medium,0.22
Bharat_Impact_NGO_0611,Odisha,SDG 9: Industry & Innovation,3566487,Rural Land Records,Tier-3 City Cloud Infrastructure,High,0.34
Bharat_Impact_NGO_0612,West Bengal,SDG 9: Industry & Innovation,2196393,Localized Crop Yield Data,Vernacular AI Models,High,0.13
Bharat_Impact_NGO_0613,Rajasthan,SDG 9: Industry & Innovation,4218696,Localized Crop Yield Data,Agri-Tech Sensors,Medium,0.47
Bharat_Impact_NGO_0614,Maharashtra,SDG 17: Partnerships,1998421,Localized Crop Yield Data,Vernacular AI Models,High,0.25
Bharat_Impact_NGO_0615,Tamil Nadu,SDG 13: Climate Action,546246,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Low,0.29
Bharat_Impact_NGO_0616,Karnataka,SDG 4: Quality Education,94730,Rural Land Records,Vernacular AI Models,High,0.88
Bharat_Impact_NGO_0617,Karnataka,SDG 17: Partnerships,2291118,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),Low,0.25
Bharat_Impact_NGO_0618,West Bengal,SDG 9: Industry & Innovation,409635,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Medium,0.54
Bharat_Impact_NGO_0619,Uttar Pradesh,SDG 13: Climate Action,4310446,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,High,0.75
Bharat_Impact_NGO_0620,Karnataka,SDG 13: Climate Action,3227550,Vernacular Language Datasets,Smart Village Grids,Medium,0.76
Bharat_Impact_NGO_0621,Gujarat,SDG 17: Partnerships,2925523,Localized Crop Yield Data,Smart Village Grids,High,0.48
Bharat_Impact_NGO_0622,Kerala,SDG 4: Quality Education,4836895,Traditional Craft Knowledge,Agri-Tech Sensors,High,0.36
Bharat_Impact_NGO_0623,Odisha,SDG 9: Industry & Innovation,4994740,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Low,0.67
Bharat_Impact_NGO_0624,Maharashtra,SDG 4: Quality Education,1238223,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Medium,0.51
Bharat_Impact_NGO_0625,Odisha,SDG 9: Industry & Innovation,1457059,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,High,0.77
Bharat_Impact_NGO_0626,Karnataka,SDG 13: Climate Action,4475805,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Low,0.73
Bharat_Impact_NGO_0627,Tamil Nadu,SDG 17: Partnerships,2918878,Traditional Craft Knowledge,Smart Village Grids,Medium,0.56
Bharat_Impact_NGO_0628,Bihar,SDG 17: Partnerships,2321843,Vernacular Language Datasets,Agri-Tech Sensors,High,0.54
Bharat_Impact_NGO_0629,Maharashtra,SDG 13: Climate Action,4440915,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Medium,0.52
Bharat_Impact_NGO_0630,Kerala,SDG 4: Quality Education,4147968,Vernacular Language Datasets,Smart Village Grids,Medium,0.86
Bharat_Impact_NGO_0631,Bihar,SDG 4: Quality Education,1176587,Localized Crop Yield Data,Agri-Tech Sensors,High,0.46
Bharat_Impact_NGO_0632,Rajasthan,SDG 9: Industry & Innovation,148100,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Low,0.83
Bharat_Impact_NGO_0633,Rajasthan,SDG 4: Quality Education,3862411,Rural Land Records,Last-mile Fiber (BharatNet),Low,0.57
Bharat_Impact_NGO_0634,Gujarat,SDG 4: Quality Education,1200712,Vernacular Language Datasets,Vernacular AI Models,Medium,0.74
Bharat_Impact_NGO_0635,Rajasthan,SDG 17: Partnerships,3165680,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Medium,0.42
Bharat_Impact_NGO_0636,Kerala,SDG 4: Quality Education,931076,Traditional Craft Knowledge,Vernacular AI Models,Low,0.21
Bharat_Impact_NGO_0637,West Bengal,SDG 4: Quality Education,3437599,Localized Crop Yield Data,Smart Village Grids,High,0.34
Bharat_Impact_NGO_0638,West Bengal,SDG 13: Climate Action,632107,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),High,0.65
Bharat_Impact_NGO_0639,Tamil Nadu,SDG 13: Climate Action,1251765,Rural Land Records,Vernacular AI Models,Medium,0.59
Bharat_Impact_NGO_0640,Gujarat,SDG 9: Industry & Innovation,529414,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Medium,0.67
Bharat_Impact_NGO_0641,Kerala,SDG 4: Quality Education,4829767,Localized Crop Yield Data,Vernacular AI Models,Medium,0.78
Bharat_Impact_NGO_0642,Rajasthan,SDG 13: Climate Action,3368361,Vernacular Language Datasets,Last-mile Fiber (BharatNet),Low,0.63
Bharat_Impact_NGO_0643,Maharashtra,SDG 17: Partnerships,4921973,Rural Land Records,Last-mile Fiber (BharatNet),Low,0.34
Bharat_Impact_NGO_0644,Bihar,SDG 9: Industry & Innovation,4483341,Localized Crop Yield Data,Smart Village Grids,Medium,0.56
Bharat_Impact_NGO_0645,Kerala,SDG 13: Climate Action,3778950,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Low,0.89
Bharat_Impact_NGO_0646,Uttar Pradesh,SDG 17: Partnerships,3375425,Traditional Craft Knowledge,Agri-Tech Sensors,High,0.16
Bharat_Impact_NGO_0647,Kerala,SDG 9: Industry & Innovation,3117750,Rural Land Records,Smart Village Grids,Low,0.19
Bharat_Impact_NGO_0648,Kerala,SDG 9: Industry & Innovation,2165762,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Medium,0.57
Bharat_Impact_NGO_0649,Karnataka,SDG 4: Quality Education,2923467,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),Low,0.47
Bharat_Impact_NGO_0650,West Bengal,SDG 17: Partnerships,3555962,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Low,0.19
Bharat_Impact_NGO_0651,Bihar,SDG 9: Industry & Innovation,2844945,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,High,0.28
Bharat_Impact_NGO_0652,Bihar,SDG 4: Quality Education,204956,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),Low,0.7
Bharat_Impact_NGO_0653,Odisha,SDG 13: Climate Action,2953660,Traditional Craft Knowledge,Vernacular AI Models,High,0.25
Bharat_Impact_NGO_0654,Kerala,SDG 4: Quality Education,1702066,Localized Crop Yield Data,Smart Village Grids,High,0.37
Bharat_Impact_NGO_0655,Rajasthan,SDG 9: Industry & Innovation,3247435,Rural Land Records,Vernacular AI Models,High,0.61
Bharat_Impact_NGO_0656,Maharashtra,SDG 4: Quality Education,3251350,Traditional Craft Knowledge,Agri-Tech Sensors,High,0.36
Bharat_Impact_NGO_0657,West Bengal,SDG 4: Quality Education,3771882,Rural Land Records,Last-mile Fiber (BharatNet),Low,0.42
Bharat_Impact_NGO_0658,Odisha,SDG 9: Industry & Innovation,2606857,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Low,0.73
Bharat_Impact_NGO_0659,Kerala,SDG 4: Quality Education,4429375,Vernacular Language Datasets,Agri-Tech Sensors,Low,0.59
Bharat_Impact_NGO_0660,Maharashtra,SDG 9: Industry & Innovation,2881800,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Low,0.2
Bharat_Impact_NGO_0661,Karnataka,SDG 13: Climate Action,1719153,Vernacular Language Datasets,Vernacular AI Models,Medium,0.36
Bharat_Impact_NGO_0662,Rajasthan,SDG 4: Quality Education,2573258,Rural Land Records,Smart Village Grids,High,0.88
Bharat_Impact_NGO_0663,Uttar Pradesh,SDG 4: Quality Education,449308,Traditional Craft Knowledge,Vernacular AI Models,Medium,0.11
Bharat_Impact_NGO_0664,Bihar,SDG 17: Partnerships,2967939,Vernacular Language Datasets,Smart Village Grids,Medium,0.85
Bharat_Impact_NGO_0665,Gujarat,SDG 9: Industry & Innovation,1409391,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Low,0.72
Bharat_Impact_NGO_0666,Kerala,SDG 17: Partnerships,815199,Traditional Craft Knowledge,Smart Village Grids,Low,0.57
Bharat_Impact_NGO_0667,Bihar,SDG 9: Industry & Innovation,3491933,Traditional Craft Knowledge,Agri-Tech Sensors,Medium,0.32
Bharat_Impact_NGO_0668,Karnataka,SDG 4: Quality Education,4134479,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Low,0.44
Bharat_Impact_NGO_0669,Gujarat,SDG 13: Climate Action,4420974,Vernacular Language Datasets,Last-mile Fiber (BharatNet),Low,0.64
Bharat_Impact_NGO_0670,Bihar,SDG 9: Industry & Innovation,4208835,Rural Land Records,Agri-Tech Sensors,Medium,0.21
Bharat_Impact_NGO_0671,Karnataka,SDG 13: Climate Action,3878677,Rural Land Records,Smart Village Grids,Medium,0.75
Bharat_Impact_NGO_0672,Maharashtra,SDG 9: Industry & Innovation,4047946,Traditional Craft Knowledge,Vernacular AI Models,High,0.85
Bharat_Impact_NGO_0673,Kerala,SDG 4: Quality Education,3220457,Vernacular Language Datasets,Vernacular AI Models,Low,0.45
Bharat_Impact_NGO_0674,Uttar Pradesh,SDG 13: Climate Action,1342510,Self-Help Group (SHG) Networks,Smart Village Grids,High,0.67
Bharat_Impact_NGO_0675,West Bengal,SDG 17: Partnerships,2326531,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Medium,0.82
Bharat_Impact_NGO_0676,Rajasthan,SDG 13: Climate Action,2573695,Traditional Craft Knowledge,Smart Village Grids,Medium,0.54
Bharat_Impact_NGO_0677,Maharashtra,SDG 17: Partnerships,2820116,Localized Crop Yield Data,Agri-Tech Sensors,High,0.69
Bharat_Impact_NGO_0678,Bihar,SDG 13: Climate Action,1608347,Vernacular Language Datasets,Last-mile Fiber (BharatNet),High,0.53
Bharat_Impact_NGO_0679,Tamil Nadu,SDG 13: Climate Action,867151,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Medium,0.19
Bharat_Impact_NGO_0680,Odisha,SDG 9: Industry & Innovation,3088776,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,High,0.77
Bharat_Impact_NGO_0681,Kerala,SDG 4: Quality Education,556816,Localized Crop Yield Data,Agri-Tech Sensors,Medium,0.69
Bharat_Impact_NGO_0682,Uttar Pradesh,SDG 4: Quality Education,4674981,Self-Help Group (SHG) Networks,Agri-Tech Sensors,High,0.59
Bharat_Impact_NGO_0683,Kerala,SDG 17: Partnerships,1777784,Self-Help Group (SHG) Networks,Smart Village Grids,Medium,0.7
Bharat_Impact_NGO_0684,West Bengal,SDG 4: Quality Education,1462903,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),High,0.83
Bharat_Impact_NGO_0685,Rajasthan,SDG 4: Quality Education,3960563,Traditional Craft Knowledge,Smart Village Grids,Medium,0.75
Bharat_Impact_NGO_0686,Kerala,SDG 17: Partnerships,3884034,Self-Help Group (SHG) Networks,Smart Village Grids,Medium,0.14
Bharat_Impact_NGO_0687,Gujarat,SDG 13: Climate Action,904680,Vernacular Language Datasets,Last-mile Fiber (BharatNet),Medium,0.21
Bharat_Impact_NGO_0688,Gujarat,SDG 9: Industry & Innovation,2825932,Rural Land Records,Last-mile Fiber (BharatNet),Medium,0.14
Bharat_Impact_NGO_0689,Kerala,SDG 13: Climate Action,4308750,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Medium,0.14
Bharat_Impact_NGO_0690,Odisha,SDG 17: Partnerships,1251385,Traditional Craft Knowledge,Vernacular AI Models,Low,0.85
Bharat_Impact_NGO_0691,Maharashtra,SDG 17: Partnerships,1246225,Rural Land Records,Smart Village Grids,Medium,0.21
Bharat_Impact_NGO_0692,Karnataka,SDG 13: Climate Action,2730986,Rural Land Records,Tier-3 City Cloud Infrastructure,Medium,0.73
Bharat_Impact_NGO_0693,West Bengal,SDG 13: Climate Action,4551266,Vernacular Language Datasets,Last-mile Fiber (BharatNet),Medium,0.62
Bharat_Impact_NGO_0694,Rajasthan,SDG 4: Quality Education,308805,Rural Land Records,Vernacular AI Models,High,0.63
Bharat_Impact_NGO_0695,West Bengal,SDG 17: Partnerships,1484753,Rural Land Records,Smart Village Grids,High,0.68
Bharat_Impact_NGO_0696,Gujarat,SDG 13: Climate Action,3962512,Traditional Craft Knowledge,Vernacular AI Models,Medium,0.62
Bharat_Impact_NGO_0697,Bihar,SDG 17: Partnerships,4058666,Rural Land Records,Vernacular AI Models,Medium,0.45
Bharat_Impact_NGO_0698,Karnataka,SDG 4: Quality Education,110720,Self-Help Group (SHG) Networks,Smart Village Grids,Medium,0.5
Bharat_Impact_NGO_0699,Bihar,SDG 4: Quality Education,1153531,Rural Land Records,Tier-3 City Cloud Infrastructure,High,0.77
Bharat_Impact_NGO_0700,West Bengal,SDG 9: Industry & Innovation,2209564,Localized Crop Yield Data,Smart Village Grids,Medium,0.45
Bharat_Impact_NGO_0701,Tamil Nadu,SDG 9: Industry & Innovation,2578118,Rural Land Records,Tier-3 City Cloud Infrastructure,Low,0.66
Bharat_Impact_NGO_0702,Gujarat,SDG 4: Quality Education,1186546,Self-Help Group (SHG) Networks,Smart Village Grids,Medium,0.54
Bharat_Impact_NGO_0703,Uttar Pradesh,SDG 9: Industry & Innovation,1416859,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Low,0.81
Bharat_Impact_NGO_0704,Gujarat,SDG 9: Industry & Innovation,73764,Localized Crop Yield Data,Smart Village Grids,High,0.6
Bharat_Impact_NGO_0705,Uttar Pradesh,SDG 13: Climate Action,4270716,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Medium,0.84
Bharat_Impact_NGO_0706,Rajasthan,SDG 4: Quality Education,4468412,Vernacular Language Datasets,Vernacular AI Models,Medium,0.59
Bharat_Impact_NGO_0707,Uttar Pradesh,SDG 13: Climate Action,4601259,Traditional Craft Knowledge,Smart Village Grids,Medium,0.41
Bharat_Impact_NGO_0708,Gujarat,SDG 4: Quality Education,2108868,Rural Land Records,Tier-3 City Cloud Infrastructure,Low,0.68
Bharat_Impact_NGO_0709,Rajasthan,SDG 9: Industry & Innovation,632856,Rural Land Records,Smart Village Grids,Low,0.6
Bharat_Impact_NGO_0710,West Bengal,SDG 4: Quality Education,2593155,Localized Crop Yield Data,Agri-Tech Sensors,Low,0.35
Bharat_Impact_NGO_0711,West Bengal,SDG 13: Climate Action,4287227,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Medium,0.17
Bharat_Impact_NGO_0712,Tamil Nadu,SDG 13: Climate Action,4060425,Self-Help Group (SHG) Networks,Smart Village Grids,Medium,0.6
Bharat_Impact_NGO_0713,Karnataka,SDG 9: Industry & Innovation,3376297,Localized Crop Yield Data,Smart Village Grids,Medium,0.19
Bharat_Impact_NGO_0714,Odisha,SDG 13: Climate Action,3751271,Localized Crop Yield Data,Smart Village Grids,Low,0.4
Bharat_Impact_NGO_0715,Uttar Pradesh,SDG 9: Industry & Innovation,433496,Localized Crop Yield Data,Smart Village Grids,Medium,0.33
Bharat_Impact_NGO_0716,West Bengal,SDG 17: Partnerships,2159001,Localized Crop Yield Data,Agri-Tech Sensors,Medium,0.5
Bharat_Impact_NGO_0717,Maharashtra,SDG 17: Partnerships,3777193,Vernacular Language Datasets,Vernacular AI Models,Medium,0.12
Bharat_Impact_NGO_0718,Gujarat,SDG 17: Partnerships,4326281,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Medium,0.57
Bharat_Impact_NGO_0719,Maharashtra,SDG 17: Partnerships,197549,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Medium,0.8
Bharat_Impact_NGO_0720,Tamil Nadu,SDG 4: Quality Education,317116,Localized Crop Yield Data,Vernacular AI Models,Low,0.48
Bharat_Impact_NGO_0721,West Bengal,SDG 9: Industry & Innovation,424886,Rural Land Records,Vernacular AI Models,Medium,0.86
Bharat_Impact_NGO_0722,Rajasthan,SDG 9: Industry & Innovation,3505090,Localized Crop Yield Data,Smart Village Grids,Medium,0.33
Bharat_Impact_NGO_0723,Gujarat,SDG 13: Climate Action,2465513,Self-Help Group (SHG) Networks,Agri-Tech Sensors,High,0.71
Bharat_Impact_NGO_0724,Bihar,SDG 4: Quality Education,4009930,Rural Land Records,Last-mile Fiber (BharatNet),Medium,0.15
Bharat_Impact_NGO_0725,West Bengal,SDG 13: Climate Action,921507,Traditional Craft Knowledge,Vernacular AI Models,Medium,0.82
Bharat_Impact_NGO_0726,West Bengal,SDG 13: Climate Action,2717730,Rural Land Records,Tier-3 City Cloud Infrastructure,Low,0.5
Bharat_Impact_NGO_0727,Uttar Pradesh,SDG 17: Partnerships,591695,Traditional Craft Knowledge,Smart Village Grids,High,0.41
Bharat_Impact_NGO_0728,Bihar,SDG 17: Partnerships,1118339,Traditional Craft Knowledge,Agri-Tech Sensors,Medium,0.2
Bharat_Impact_NGO_0729,Gujarat,SDG 13: Climate Action,3582037,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),High,0.56
Bharat_Impact_NGO_0730,Maharashtra,SDG 4: Quality Education,4798844,Rural Land Records,Last-mile Fiber (BharatNet),Medium,0.4
Bharat_Impact_NGO_0731,Rajasthan,SDG 17: Partnerships,4508150,Rural Land Records,Last-mile Fiber (BharatNet),Medium,0.83
Bharat_Impact_NGO_0732,Bihar,SDG 13: Climate Action,1427145,Vernacular Language Datasets,Vernacular AI Models,Low,0.1
Bharat_Impact_NGO_0733,West Bengal,SDG 4: Quality Education,2417988,Localized Crop Yield Data,Vernacular AI Models,Low,0.17
Bharat_Impact_NGO_0734,Gujarat,SDG 4: Quality Education,109668,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),Low,0.34
Bharat_Impact_NGO_0735,Tamil Nadu,SDG 17: Partnerships,2242181,Rural Land Records,Smart Village Grids,Medium,0.81
Bharat_Impact_NGO_0736,Kerala,SDG 13: Climate Action,4868715,Rural Land Records,Smart Village Grids,Low,0.44
Bharat_Impact_NGO_0737,Bihar,SDG 9: Industry & Innovation,3906944,Rural Land Records,Smart Village Grids,Low,0.77
Bharat_Impact_NGO_0738,Tamil Nadu,SDG 17: Partnerships,4895482,Rural Land Records,Last-mile Fiber (BharatNet),Medium,0.36
Bharat_Impact_NGO_0739,Rajasthan,SDG 4: Quality Education,3067056,Localized Crop Yield Data,Smart Village Grids,Medium,0.27
Bharat_Impact_NGO_0740,Odisha,SDG 4: Quality Education,4676105,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Low,0.52
Bharat_Impact_NGO_0741,Karnataka,SDG 17: Partnerships,4690869,Rural Land Records,Last-mile Fiber (BharatNet),High,0.1
Bharat_Impact_NGO_0742,Gujarat,SDG 13: Climate Action,4957998,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Medium,0.12
Bharat_Impact_NGO_0743,Uttar Pradesh,SDG 9: Industry & Innovation,3130949,Rural Land Records,Smart Village Grids,Medium,0.37
Bharat_Impact_NGO_0744,Tamil Nadu,SDG 13: Climate Action,4408884,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Medium,0.14
Bharat_Impact_NGO_0745,West Bengal,SDG 4: Quality Education,2472205,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Medium,0.14
Bharat_Impact_NGO_0746,Gujarat,SDG 13: Climate Action,2633732,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Low,0.42
Bharat_Impact_NGO_0747,Odisha,SDG 13: Climate Action,867788,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Medium,0.57
Bharat_Impact_NGO_0748,Rajasthan,SDG 13: Climate Action,3221567,Vernacular Language Datasets,Agri-Tech Sensors,Medium,0.2
Bharat_Impact_NGO_0749,Uttar Pradesh,SDG 13: Climate Action,1291849,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Low,0.18
Bharat_Impact_NGO_0750,Rajasthan,SDG 13: Climate Action,1932483,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Medium,0.64
Bharat_Impact_NGO_0751,Odisha,SDG 13: Climate Action,3823412,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Medium,0.38
Bharat_Impact_NGO_0752,Tamil Nadu,SDG 17: Partnerships,1730790,Self-Help Group (SHG) Networks,Smart Village Grids,High,0.72
Bharat_Impact_NGO_0753,Bihar,SDG 4: Quality Education,213159,Vernacular Language Datasets,Vernacular AI Models,Low,0.35
Bharat_Impact_NGO_0754,West Bengal,SDG 4: Quality Education,3784508,Localized Crop Yield Data,Vernacular AI Models,High,0.41
Bharat_Impact_NGO_0755,Kerala,SDG 13: Climate Action,2045654,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Low,0.64
Bharat_Impact_NGO_0756,West Bengal,SDG 17: Partnerships,4265148,Rural Land Records,Smart Village Grids,Low,0.15
Bharat_Impact_NGO_0757,Kerala,SDG 17: Partnerships,3219148,Rural Land Records,Vernacular AI Models,Low,0.29
Bharat_Impact_NGO_0758,Gujarat,SDG 9: Industry & Innovation,4147530,Rural Land Records,Tier-3 City Cloud Infrastructure,Low,0.6
Bharat_Impact_NGO_0759,Uttar Pradesh,SDG 4: Quality Education,4242148,Vernacular Language Datasets,Smart Village Grids,High,0.22
Bharat_Impact_NGO_0760,Bihar,SDG 13: Climate Action,946958,Localized Crop Yield Data,Vernacular AI Models,High,0.2
Bharat_Impact_NGO_0761,Odisha,SDG 13: Climate Action,4960113,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Medium,0.31
Bharat_Impact_NGO_0762,Kerala,SDG 13: Climate Action,3011741,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Medium,0.13
Bharat_Impact_NGO_0763,Rajasthan,SDG 9: Industry & Innovation,1958433,Vernacular Language Datasets,Vernacular AI Models,Low,0.7
Bharat_Impact_NGO_0764,Tamil Nadu,SDG 4: Quality Education,4498173,Rural Land Records,Smart Village Grids,Low,0.26
Bharat_Impact_NGO_0765,Tamil Nadu,SDG 17: Partnerships,457910,Rural Land Records,Last-mile Fiber (BharatNet),Medium,0.39
Bharat_Impact_NGO_0766,Rajasthan,SDG 17: Partnerships,679894,Traditional Craft Knowledge,Agri-Tech Sensors,Low,0.1
Bharat_Impact_NGO_0767,Bihar,SDG 13: Climate Action,2696840,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Low,0.18
Bharat_Impact_NGO_0768,Rajasthan,SDG 4: Quality Education,2108340,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Low,0.11
Bharat_Impact_NGO_0769,Gujarat,SDG 17: Partnerships,4094503,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Medium,0.66
Bharat_Impact_NGO_0770,Kerala,SDG 4: Quality Education,1183979,Traditional Craft Knowledge,Smart Village Grids,Low,0.68
Bharat_Impact_NGO_0771,West Bengal,SDG 17: Partnerships,2332026,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Medium,0.41
Bharat_Impact_NGO_0772,Odisha,SDG 4: Quality Education,3377836,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,High,0.17
Bharat_Impact_NGO_0773,Karnataka,SDG 13: Climate Action,2295169,Traditional Craft Knowledge,Agri-Tech Sensors,Medium,0.44
Bharat_Impact_NGO_0774,Odisha,SDG 13: Climate Action,581242,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Low,0.33
Bharat_Impact_NGO_0775,Kerala,SDG 17: Partnerships,1655794,Localized Crop Yield Data,Last-mile Fiber (BharatNet),High,0.34
Bharat_Impact_NGO_0776,Tamil Nadu,SDG 4: Quality Education,1649817,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Medium,0.58
Bharat_Impact_NGO_0777,Bihar,SDG 4: Quality Education,2198735,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Medium,0.82
Bharat_Impact_NGO_0778,West Bengal,SDG 13: Climate Action,3059485,Traditional Craft Knowledge,Vernacular AI Models,Low,0.21
Bharat_Impact_NGO_0779,Uttar Pradesh,SDG 17: Partnerships,862703,Rural Land Records,Agri-Tech Sensors,Low,0.38
Bharat_Impact_NGO_0780,Karnataka,SDG 17: Partnerships,4979322,Traditional Craft Knowledge,Smart Village Grids,High,0.82
